filename,locus_tag,product,Prediction
225937.3,MLBPJMHG_03291,putative protein,OTHER
225937.3,MLBPJMHG_03292,hypothetical protein,OTHER
225937.3,MLBPJMHG_03293,Dihydrolipoyl dehydrogenase,OTHER
225937.3,MLBPJMHG_03294,Threonine efflux protein,OTHER
225937.3,MLBPJMHG_03295,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive",OTHER
225937.3,MLBPJMHG_03296,hypothetical protein,SP
225937.3,MLBPJMHG_03297,hypothetical protein,OTHER
225937.3,MLBPJMHG_03298,Efflux pump periplasmic linker BepF,OTHER
225937.3,MLBPJMHG_03299,Efflux pump membrane transporter BepE,SP
225937.3,MLBPJMHG_03300,hypothetical protein,OTHER
225937.3,MLBPJMHG_03301,hypothetical protein,OTHER
225937.3,MLBPJMHG_03302,Aerotaxis receptor,OTHER
225937.3,MLBPJMHG_03303,hypothetical protein,OTHER
225937.3,MLBPJMHG_03304,Triacylglycerol lipase,SP
225937.3,MLBPJMHG_03305,Lipase chaperone,OTHER
225937.3,MLBPJMHG_03306,Adaptive-response sensory-kinase SasA,OTHER
225937.3,MLBPJMHG_03307,Transcriptional regulatory protein LiaR,OTHER
225937.3,MLBPJMHG_03308,hypothetical protein,SP
225937.3,MLBPJMHG_03309,Aspartate aminotransferase,OTHER
225937.3,MLBPJMHG_03310,Inositol-1-monophosphatase,OTHER
225937.3,MLBPJMHG_03311,Nucleoid occlusion factor SlmA,OTHER
225937.3,MLBPJMHG_03312,Thiazole synthase,OTHER
225937.3,MLBPJMHG_03313,hypothetical protein,OTHER
225937.3,MLBPJMHG_03314,hypothetical protein,OTHER
225937.3,MLBPJMHG_03315,"Bis_5_-nucleosyl_-tetraphosphatase, symmetrical",OTHER
225937.3,MLBPJMHG_03316,Ribosomal RNA small subunit methyltransferase A,OTHER
225937.3,MLBPJMHG_03317,4-hydroxythreonine-4-phosphate dehydrogenase,OTHER
225937.3,MLBPJMHG_03318,Chaperone SurA,SP
225937.3,MLBPJMHG_03319,LPS-assembly protein LptD,SP
225937.3,MLBPJMHG_03320,N-acetylmuramate_N-acetylglucosamine kinase,OTHER
225937.3,MLBPJMHG_03321,N-acetylmuramate alpha-1-phosphate uridylyltransferase,OTHER
225937.3,MLBPJMHG_03322,Co-chaperone protein DjlA,OTHER
225937.3,MLBPJMHG_03323,hypothetical protein,SP
225937.3,MLBPJMHG_03324,Ribulose-phosphate 3-epimerase,OTHER
225937.3,MLBPJMHG_03325,Phosphoglycolate phosphatase,OTHER
225937.3,MLBPJMHG_03326,Anthranilate synthase component 1,OTHER
225937.3,MLBPJMHG_03327,Anthranilate synthase component 2,OTHER
225937.3,MLBPJMHG_03328,Anthranilate phosphoribosyltransferase,OTHER
225937.3,MLBPJMHG_03329,Indole-3-glycerol phosphate synthase,OTHER
225937.3,MLBPJMHG_03330,hypothetical protein,OTHER
225937.3,MLBPJMHG_03331,Glutathione S-transferase GST-6.0,OTHER
225937.3,MLBPJMHG_03332,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",OTHER
225937.3,MLBPJMHG_03333,hypothetical protein,OTHER
225937.3,MLBPJMHG_03334,hypothetical protein,SP
225937.3,MLBPJMHG_03335,Glycine betaine_choline transport system permease protein OusW,OTHER
225937.3,MLBPJMHG_03336,Glycine betaine transport ATP-binding protein OpuAA,OTHER
225937.3,MLBPJMHG_03337,hypothetical protein,LIPO
225937.3,MLBPJMHG_03338,hypothetical protein,LIPO
225937.3,MLBPJMHG_03339,Beta-etherase,OTHER
225937.3,MLBPJMHG_03340,hypothetical protein,OTHER
225937.3,MLBPJMHG_03341,Monoacylglycerol lipase,OTHER
225937.3,MLBPJMHG_03342,Molybdate-binding protein ModA,SP
225937.3,MLBPJMHG_03343,Molybdenum transport system permease protein ModB,OTHER
225937.3,MLBPJMHG_03344,Sulfate_thiosulfate import ATP-binding protein CysA,OTHER
225937.3,MLBPJMHG_03345,Cyclic AMP receptor-like protein,OTHER
225937.3,MLBPJMHG_03346,Protein YhfA,OTHER
225937.3,MLBPJMHG_03347,S-adenosylmethionine decarboxylase proenzyme,OTHER
225937.3,MLBPJMHG_03348,hypothetical protein,OTHER
225937.3,MLBPJMHG_03349,"Phosphoribulokinase, plasmid",OTHER
225937.3,MLBPJMHG_03350,hypothetical protein,OTHER
225937.3,MLBPJMHG_03351,hypothetical protein,LIPO
225937.3,MLBPJMHG_03352,Amino-acid acetyltransferase,OTHER
225937.3,MLBPJMHG_03353,Acetylornithine deacetylase,OTHER
225937.3,MLBPJMHG_03354,hypothetical protein,OTHER
225937.3,MLBPJMHG_03355,Acetylglutamate kinase,OTHER
225937.3,MLBPJMHG_03356,Phosphoglucosamine mutase,OTHER
225937.3,MLBPJMHG_03357,Deoxyuridine 5_-triphosphate nucleotidohydrolase,OTHER
225937.3,MLBPJMHG_03358,Coenzyme A biosynthesis bifunctional protein CoaBC,OTHER
225937.3,MLBPJMHG_03359,hypothetical protein,OTHER
225937.3,MLBPJMHG_03360,50S ribosomal protein L28,OTHER
225937.3,MLBPJMHG_03361,50S ribosomal protein L33,OTHER
225937.3,MLBPJMHG_03362,hypothetical protein,OTHER
225937.3,MLBPJMHG_03363,Thiol_disulfide interchange protein DsbA,SP
225937.3,MLBPJMHG_03364,Cytochrome c4,SP
225937.3,MLBPJMHG_03365,putative GTP-binding protein EngB,OTHER
225937.3,MLBPJMHG_03366,hypothetical protein,OTHER
225937.3,MLBPJMHG_03367,Coniferyl aldehyde dehydrogenase,OTHER
225937.3,MLBPJMHG_03368,hypothetical protein,TATLIPO
225937.3,MLBPJMHG_03369,putative GMC-type oxidoreductase,OTHER
225937.3,MLBPJMHG_03370,Phosphopantetheine adenylyltransferase,OTHER
225937.3,MLBPJMHG_03371,hypothetical protein,OTHER
225937.3,MLBPJMHG_03372,Polyphosphate kinase,OTHER
225937.3,MLBPJMHG_03373,Delta-aminolevulinic acid dehydratase,OTHER
225937.3,MLBPJMHG_03374,Lipase chaperone,OTHER
225937.3,MLBPJMHG_03375,hypothetical protein,OTHER
225937.3,MLBPJMHG_03376,Fatty acid metabolism regulator protein,OTHER
225937.3,MLBPJMHG_03377,Putative acyl-CoA dehydrogenase AidB,OTHER
225937.3,MLBPJMHG_03378,hypothetical protein,OTHER
225937.3,MLBPJMHG_03379,Aspartate 1-decarboxylase,OTHER
225937.3,MLBPJMHG_03380,hypothetical protein,OTHER
225937.3,MLBPJMHG_03381,hypothetical protein,OTHER
225937.3,MLBPJMHG_03382,hypothetical protein,OTHER
225937.3,MLBPJMHG_03383,putative protein,OTHER
225937.3,MLBPJMHG_03384,hypothetical protein,SP
225937.3,MLBPJMHG_03385,Acyl-CoA thioesterase 2,OTHER
225937.3,MLBPJMHG_03386,Rubredoxin-NAD___ reductase,OTHER
225937.3,MLBPJMHG_03387,Rubredoxin-1,OTHER
225937.3,MLBPJMHG_03388,Hypoxanthine-guanine phosphoribosyltransferase,OTHER
225937.3,MLBPJMHG_03389,Chorismate pyruvate-lyase,OTHER
225937.3,MLBPJMHG_03390,4-hydroxybenzoate octaprenyltransferase,OTHER
225937.3,MLBPJMHG_03391,Phosphate regulon transcriptional regulatory protein PhoB,OTHER
225937.3,MLBPJMHG_03392,Phosphate regulon sensor protein PhoR,OTHER
225937.3,MLBPJMHG_03393,Protein-glutamate methylesterase_protein-glutamine glutaminase,OTHER
225937.3,MLBPJMHG_03394,Tn3 family transposase TnXax1,SP
225937.3,MLBPJMHG_03395,hypothetical protein,OTHER
225937.3,MLBPJMHG_03396,Ribosomal small subunit pseudouridine synthase A,OTHER
225937.3,MLBPJMHG_03397,hypothetical protein,OTHER
225937.3,MLBPJMHG_03398,D-alanyl-D-alanine endopeptidase,SP
225937.3,MLBPJMHG_03399,hypothetical protein,OTHER
225937.3,MLBPJMHG_03400,Dihydroxy-acid dehydratase,OTHER
225937.3,MLBPJMHG_03401,Xylulose-5-phosphate phosphoketolase,OTHER
225937.3,MLBPJMHG_03402,putative cation-transporting ATPase F,OTHER
225937.3,MLBPJMHG_03403,Phospholipase D,TATLIPO
225937.3,MLBPJMHG_03404,Inner membrane protein YohC,OTHER
225937.3,MLBPJMHG_03405,putative GST-like protein YibF,OTHER
225937.3,MLBPJMHG_03406,Alanine dehydrogenase,OTHER
225937.3,MLBPJMHG_03407,hypothetical protein,OTHER
225937.3,MLBPJMHG_03408,hypothetical protein,OTHER
225937.3,MLBPJMHG_03409,Cold shock-like protein CspE,OTHER
225937.3,MLBPJMHG_03410,Putative fluoride ion transporter CrcB,OTHER
225937.3,MLBPJMHG_03411,Acyl-coenzyme A dehydrogenase,OTHER
225937.3,MLBPJMHG_03412,RNA polymerase-associated protein RapA,OTHER
225937.3,MLBPJMHG_03413,Sulfate transporter CysZ,OTHER
225937.3,MLBPJMHG_03414,hypothetical protein,OTHER
225937.3,MLBPJMHG_03415,hypothetical protein,OTHER
225937.3,MLBPJMHG_03416,tRNA 2-selenouridine synthase,OTHER
225937.3,MLBPJMHG_03417,Small-conductance mechanosensitive channel,OTHER
225937.3,MLBPJMHG_03418,hypothetical protein,OTHER
225937.3,MLBPJMHG_03419,3-demethoxyubiquinol 3-hydroxylase,OTHER
225937.3,MLBPJMHG_03420,Purine nucleoside phosphoramidase,OTHER
225937.3,MLBPJMHG_03421,Phosphate-specific transport system accessory protein PhoU,OTHER
225937.3,MLBPJMHG_03422,Phosphate import ATP-binding protein PstB,OTHER
225937.3,MLBPJMHG_03423,hypothetical protein,OTHER
225937.3,MLBPJMHG_03424,hypothetical protein,OTHER
225937.3,MLBPJMHG_03425,Protein SphX,SP
225937.3,MLBPJMHG_03426,putative acyl-CoA thioester hydrolase,OTHER
225937.3,MLBPJMHG_03427,Dihydroorotate dehydrogenase,OTHER
225937.3,MLBPJMHG_03428,Pyruvate-flavodoxin oxidoreductase,OTHER
225937.3,MLBPJMHG_03429,hypothetical protein,OTHER
225937.3,MLBPJMHG_03430,hypothetical protein,OTHER
225937.3,MLBPJMHG_03431,putative iron export permease protein FetB,OTHER
225937.3,MLBPJMHG_03432,putative iron export ATP-binding protein FetA,OTHER
225937.3,MLBPJMHG_03433,hypothetical protein,SP
225937.3,MLBPJMHG_03434,hypothetical protein,OTHER
225937.3,MLBPJMHG_03435,Glyceraldehyde-3-phosphate dehydrogenase 3,OTHER
225937.3,MLBPJMHG_03436,Arsenate reductase,OTHER
225937.3,MLBPJMHG_03437,Arsenical-resistance protein Acr3,OTHER
225937.3,MLBPJMHG_03438,Undecaprenyl-diphosphatase,OTHER
225937.3,MLBPJMHG_03439,DNA helicase II,OTHER
225937.3,MLBPJMHG_03440,Glutarate-semialdehyde dehydrogenase,OTHER
225937.3,MLBPJMHG_03441,Acetylpolyamine amidohydrolase,OTHER
225937.3,MLBPJMHG_03442,tRNA sulfurtransferase,OTHER
225937.3,MLBPJMHG_03443,Pyrimidine_purine nucleotide 5_-monophosphate nucleosidase,OTHER
225937.3,MLBPJMHG_03444,hypothetical protein,SP
225937.3,MLBPJMHG_03445,Fatty acid oxidation complex subunit alpha,OTHER
225937.3,MLBPJMHG_03446,hypothetical protein,LIPO
225937.3,MLBPJMHG_03447,tRNA_Met_ cytidine acetyltransferase TmcA,OTHER
225937.3,MLBPJMHG_03448,hypothetical protein,OTHER
225937.3,MLBPJMHG_03449,ATP-dependent DNA helicase PcrA,OTHER
225937.3,MLBPJMHG_03450,Peptidoglycan-associated lipoprotein,SP
225937.3,MLBPJMHG_03451,hypothetical protein,SP
225937.3,MLBPJMHG_03452,hypothetical protein,OTHER
225937.3,MLBPJMHG_03453,tRNA _cytidine_34_-2_-O_-methyltransferase,OTHER
225937.3,MLBPJMHG_03454,D-amino acid dehydrogenase,OTHER
225937.3,MLBPJMHG_03455,Polyphosphate_ADP phosphotransferase,OTHER
225937.3,MLBPJMHG_03456,D-aminoacyl-tRNA deacylase,OTHER
225937.3,MLBPJMHG_03457,Cyclic di-GMP phosphodiesterase,OTHER
225937.3,MLBPJMHG_03458,hypothetical protein,SP
225937.3,MLBPJMHG_03459,hypothetical protein,TATLIPO
225937.3,MLBPJMHG_03460,Lysine exporter LysO,OTHER
225937.3,MLBPJMHG_03461,hypothetical protein,OTHER
225937.3,MLBPJMHG_03462,hypothetical protein,OTHER
225937.3,MLBPJMHG_03463,Regulatory protein AtoC,OTHER
225937.3,MLBPJMHG_03464,Regulator of RpoS,OTHER
225937.3,MLBPJMHG_03465,Regulator of RpoS,OTHER
225937.3,MLBPJMHG_03466,Sensor histidine kinase RcsC,OTHER
225937.3,MLBPJMHG_03467,Sensor histidine kinase RcsC,OTHER
225937.3,MLBPJMHG_03468,Bacterioferritin,OTHER
225937.3,MLBPJMHG_03469,Aconitate hydratase A,OTHER
225937.3,MLBPJMHG_03470,hypothetical protein,OTHER
225937.3,MLBPJMHG_03471,hypothetical protein,SP
225937.3,MLBPJMHG_03472,Multidrug resistance ABC transporter ATP-binding and permease protein,OTHER
225937.3,MLBPJMHG_03473,hypothetical protein,OTHER
225937.3,MLBPJMHG_03474,hypothetical protein,OTHER
225937.3,MLBPJMHG_03475,Peptidoglycan-associated lipoprotein,OTHER
225937.3,MLBPJMHG_03476,Inner membrane protein YecN,OTHER
225937.3,MLBPJMHG_03477,hypothetical protein,OTHER
225937.3,MLBPJMHG_03478,1-acyl-sn-glycerol-3-phosphate acyltransferase,OTHER
225937.3,MLBPJMHG_03479,hypothetical protein,OTHER
225937.3,MLBPJMHG_03480,hypothetical protein,SP
225937.3,MLBPJMHG_03481,Transcriptional regulatory protein CreB,OTHER
225937.3,MLBPJMHG_03482,Adaptive-response sensory-kinase SasA,OTHER
225937.3,MLBPJMHG_03483,hypothetical protein,OTHER
225937.3,MLBPJMHG_03484,hypothetical protein,OTHER
225937.3,MLBPJMHG_03485,Methylglyoxal synthase,OTHER
225937.3,MLBPJMHG_03486,Membrane-bound lytic murein transglycosylase F,SP
225937.3,MLBPJMHG_03487,Cysteine synthase A,OTHER
225937.3,MLBPJMHG_03488,Outer membrane protein A,SP
225937.3,MLBPJMHG_03489,hypothetical protein,SP
225937.3,MLBPJMHG_03490,hypothetical protein,OTHER
225937.3,MLBPJMHG_03491,DNA ligase,SP
225937.3,MLBPJMHG_03492,hypothetical protein,SP
225937.3,MLBPJMHG_03493,hypothetical protein,OTHER
225937.3,MLBPJMHG_03494,hypothetical protein,OTHER
225937.3,MLBPJMHG_03495,hypothetical protein,OTHER
225937.3,MLBPJMHG_03496,Actin cross-linking toxin VgrG1,OTHER
225937.3,MLBPJMHG_03497,hypothetical protein,OTHER
225937.3,MLBPJMHG_03498,hypothetical protein,OTHER
225937.3,MLBPJMHG_03499,hypothetical protein,LIPO
225937.3,MLBPJMHG_03500,Anaerobic nitric oxide reductase transcription regulator NorR,OTHER
225937.3,MLBPJMHG_03501,Protein ClpV1,OTHER
225937.3,MLBPJMHG_03502,hypothetical protein,OTHER
225937.3,MLBPJMHG_03503,hypothetical protein,OTHER
225937.3,MLBPJMHG_03504,hypothetical protein,LIPO
225937.3,MLBPJMHG_03505,hypothetical protein,OTHER
225937.3,MLBPJMHG_03506,hypothetical protein,OTHER
225937.3,MLBPJMHG_03507,hypothetical protein,OTHER
225937.3,MLBPJMHG_03508,hypothetical protein,OTHER
225937.3,MLBPJMHG_03509,hypothetical protein,OTHER
225937.3,MLBPJMHG_03510,hypothetical protein,OTHER
225937.3,MLBPJMHG_03511,hypothetical protein,OTHER
225937.3,MLBPJMHG_03512,hypothetical protein,OTHER
225937.3,MLBPJMHG_03513,hypothetical protein,SP
225937.3,MLBPJMHG_03514,Transcription elongation factor GreB,OTHER
225937.3,MLBPJMHG_03515,hypothetical protein,OTHER
225937.3,MLBPJMHG_03516,Adaptive-response sensory-kinase SasA,OTHER
225937.3,MLBPJMHG_03517,Transcriptional activator protein CzcR,OTHER
225937.3,MLBPJMHG_03518,Hydroxypyruvate isomerase,OTHER
225937.3,MLBPJMHG_03519,2-hydroxy-3-oxopropionate reductase,OTHER
225937.3,MLBPJMHG_03520,RNA polymerase sigma factor RpoH,OTHER
225937.3,MLBPJMHG_03521,Cell division protein FtsX,OTHER
225937.3,MLBPJMHG_03522,Cell division ATP-binding protein FtsE,OTHER
225937.3,MLBPJMHG_03523,Signal recognition particle receptor FtsY,OTHER
225937.3,MLBPJMHG_03524,Ribosomal RNA small subunit methyltransferase D,OTHER
225937.3,MLBPJMHG_03525,hypothetical protein,OTHER
225937.3,MLBPJMHG_03526,Formamidopyrimidine-DNA glycosylase,OTHER
225937.3,MLBPJMHG_03527,hypothetical protein,SP
225937.3,MLBPJMHG_03528,GMP_IMP nucleotidase YrfG,OTHER
225937.3,MLBPJMHG_03529,Heat shock protein 15,OTHER
225937.3,MLBPJMHG_03530,33 kDa chaperonin,OTHER
225937.3,MLBPJMHG_03531,Phosphoenolpyruvate carboxykinase _ATP_,OTHER
225937.3,MLBPJMHG_03532,hypothetical protein,OTHER
225937.3,MLBPJMHG_03533,hypothetical protein,OTHER
225937.3,MLBPJMHG_03534,hypothetical protein,SP
225937.3,MLBPJMHG_03535,hypothetical protein,LIPO
225937.3,MLBPJMHG_03536,DNA-binding protein HU,OTHER
225937.3,MLBPJMHG_03537,hypothetical protein,SP
225937.3,MLBPJMHG_03538,Dihydroorotase-like protein,OTHER
225937.3,MLBPJMHG_03539,Aspartate carbamoyltransferase,OTHER
225937.3,MLBPJMHG_03540,Bifunctional protein PyrR,OTHER
225937.3,MLBPJMHG_03541,Putative pre-16S rRNA nuclease,OTHER
225937.3,MLBPJMHG_03542,hypothetical protein,OTHER
225937.3,MLBPJMHG_03543,hypothetical protein,OTHER
225937.3,MLBPJMHG_03544,Glutathione synthetase,OTHER
225937.3,MLBPJMHG_03545,Alkaline phosphatase synthesis transcriptional regulatory protein PhoP,OTHER
225937.3,MLBPJMHG_03546,Response regulator PleD,OTHER
225937.3,MLBPJMHG_03547,hypothetical protein,OTHER
225937.3,MLBPJMHG_03548,hypothetical protein,OTHER
225937.3,MLBPJMHG_03549,Chemotaxis protein methyltransferase Cher2,OTHER
225937.3,MLBPJMHG_03550,hypothetical protein,OTHER
225937.3,MLBPJMHG_03551,Sensor histidine kinase RcsC,OTHER
225937.3,MLBPJMHG_03552,Protein-glutamate methylesterase_protein-glutamine glutaminase,OTHER
225937.3,MLBPJMHG_03553,hypothetical protein,OTHER
225937.3,MLBPJMHG_03554,Zinc uptake regulation protein,OTHER
225937.3,MLBPJMHG_03555,Zinc import ATP-binding protein ZnuC,OTHER
225937.3,MLBPJMHG_03556,High-affinity zinc uptake system membrane protein ZnuB,OTHER
225937.3,MLBPJMHG_03557,hypothetical protein,OTHER
225937.3,MLBPJMHG_03558,hypothetical protein,OTHER
225937.3,MLBPJMHG_03559,hypothetical protein,OTHER
225937.3,MLBPJMHG_03560,hypothetical protein,OTHER
225937.3,MLBPJMHG_03561,Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase,OTHER
225937.3,MLBPJMHG_03562,GTP cyclohydrolase 1,OTHER
225937.3,MLBPJMHG_03563,Dihydroneopterin triphosphate 2_-epimerase,OTHER
225937.3,MLBPJMHG_03564,putative protein YccU,OTHER
225937.3,MLBPJMHG_03565,Cyclic di-GMP phosphodiesterase,OTHER
225937.3,MLBPJMHG_03566,hypothetical protein,OTHER
225937.3,MLBPJMHG_03567,hypothetical protein,OTHER
225937.3,MLBPJMHG_03568,hypothetical protein,OTHER
225937.3,MLBPJMHG_03569,hypothetical protein,OTHER
225937.3,MLBPJMHG_03570,Methyl-accepting chemotaxis protein PctB,OTHER
225937.3,MLBPJMHG_03571,hypothetical protein,OTHER
225937.3,MLBPJMHG_03572,Cytosine permease,OTHER
225937.3,MLBPJMHG_03573,hypothetical protein,OTHER
225937.3,MLBPJMHG_03574,Peptidoglycan deacetylase,OTHER
225937.3,MLBPJMHG_03575,2-amino-5-chloromuconic acid deaminase,OTHER
225937.3,MLBPJMHG_03576,hypothetical protein,OTHER
225937.3,MLBPJMHG_03577,HTH-type transcriptional regulator ZntR,OTHER
225937.3,MLBPJMHG_03578,Copper-exporting P-type ATPase,OTHER
225937.3,MLBPJMHG_03579,hypothetical protein,OTHER
225937.3,MLBPJMHG_03580,hypothetical protein,SP
225937.3,MLBPJMHG_03581,hypothetical protein,OTHER
225937.3,MLBPJMHG_03582,hypothetical protein,SP
225937.3,MLBPJMHG_03583,PKHD-type hydroxylase,OTHER
225937.3,MLBPJMHG_03584,Ribonuclease R,OTHER
225937.3,MLBPJMHG_03585,hypothetical protein,OTHER
225937.3,MLBPJMHG_03586,hypothetical protein,LIPO
225937.3,MLBPJMHG_03587,hypothetical protein,LIPO
225937.3,MLBPJMHG_03588,hypothetical protein,LIPO
225937.3,MLBPJMHG_03589,hypothetical protein,LIPO
225937.3,MLBPJMHG_03590,hypothetical protein,SP
225937.3,MLBPJMHG_03591,putative acyltransferase YihG,OTHER
225937.3,MLBPJMHG_03592,Poly_3-hydroxyalkanoate_ polymerase subunit PhaC,OTHER
225937.3,MLBPJMHG_03593,_S_-2-haloacid dehalogenase,OTHER
225937.3,MLBPJMHG_03594,hypothetical protein,LIPO
225937.3,MLBPJMHG_03595,Nodulation protein D 2,OTHER
225937.3,MLBPJMHG_03596,Bicyclomycin resistance protein,OTHER
225937.3,MLBPJMHG_03597,Thiol peroxidase,OTHER
225937.3,MLBPJMHG_03598,Multidrug export protein MepA,OTHER
225937.3,MLBPJMHG_03599,hypothetical protein,OTHER
225937.3,MLBPJMHG_03600,Hydroxyacylglutathione hydrolase,OTHER
225937.3,MLBPJMHG_03601,hypothetical protein,SP
225937.3,MLBPJMHG_03602,hypothetical protein,OTHER
225937.3,MLBPJMHG_03603,hypothetical protein,SP
225937.3,MLBPJMHG_03604,Cystathionine beta-lyase PatB,OTHER
225937.3,MLBPJMHG_03605,hypothetical protein,OTHER
225937.3,MLBPJMHG_03606,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",OTHER
225937.3,MLBPJMHG_03607,hypothetical protein,OTHER
225937.3,MLBPJMHG_03608,Acyl-coenzyme A dehydrogenase,OTHER
225937.3,MLBPJMHG_03609,S-adenosyl-L-methionine-binding protein,OTHER
225937.3,MLBPJMHG_03610,hypothetical protein,SP
225937.3,MLBPJMHG_03611,putative protein,SP
225937.3,MLBPJMHG_03612,putative ABC transporter permease protein,OTHER
225937.3,MLBPJMHG_03613,putative ABC transporter ATP-binding protein,OTHER
225937.3,MLBPJMHG_03614,Glycine cleavage system transcriptional activator,OTHER
225937.3,MLBPJMHG_03615,Pseudopaline exporter CntI,OTHER
225937.3,MLBPJMHG_03616,hypothetical protein,SP
225937.3,MLBPJMHG_03617,Phosphoethanolamine transferase EptA,OTHER
225937.3,MLBPJMHG_03618,Glutathione-specific gamma-glutamylcyclotransferase,OTHER
225937.3,MLBPJMHG_03619,hypothetical protein,OTHER
225937.3,MLBPJMHG_03620,putative protein,OTHER
225937.3,MLBPJMHG_03621,putative protein,OTHER
225937.3,MLBPJMHG_03622,hypothetical protein,OTHER
225937.3,MLBPJMHG_03623,hypothetical protein,OTHER
225937.3,MLBPJMHG_03624,putative protein,OTHER
225937.3,MLBPJMHG_03625,putative protein,OTHER
225937.3,MLBPJMHG_03626,Baeyer-Villiger monooxygenase,OTHER
225937.3,MLBPJMHG_03627,HTH-type transcriptional repressor FabR,OTHER
225937.3,MLBPJMHG_03628,NAD_P_ transhydrogenase subunit alpha,OTHER
225937.3,MLBPJMHG_03629,NAD_P_ transhydrogenase subunit beta,OTHER
225937.3,MLBPJMHG_03630,hypothetical protein,LIPO
225937.3,MLBPJMHG_03631,NADH oxidase,OTHER
225937.3,MLBPJMHG_03632,putative HTH-type transcriptional regulator,OTHER
225937.3,MLBPJMHG_03633,Outer membrane protein W,SP
225937.3,MLBPJMHG_03634,hypothetical protein,OTHER
225937.3,MLBPJMHG_03635,hypothetical protein,LIPO
225937.3,MLBPJMHG_03636,hypothetical protein,OTHER
225937.3,MLBPJMHG_03637,ATP-dependent RNA helicase RhlE,OTHER
225937.3,MLBPJMHG_03638,Thiol-disulfide oxidoreductase ResA,OTHER
225937.3,MLBPJMHG_03639,hypothetical protein,SP
225937.3,MLBPJMHG_03640,Lipid A biosynthesis lauroyltransferase,OTHER
225937.3,MLBPJMHG_03641,Membrane-bound lytic murein transglycosylase F,LIPO
225937.3,MLBPJMHG_03642,Putative FAD-containing monooxygenase MymA,OTHER
225937.3,MLBPJMHG_03643,Inner membrane protein YgjV,OTHER
225937.3,MLBPJMHG_03644,Acetylpolyamine amidohydrolase 2,OTHER
225937.3,MLBPJMHG_03645,Ribosomal RNA large subunit methyltransferase E,OTHER
225937.3,MLBPJMHG_03646,tRNA _cytidine_34_-2_-O_-methyltransferase,OTHER
225937.3,MLBPJMHG_03647,hypothetical protein,OTHER
225937.3,MLBPJMHG_03648,hypothetical protein,SP
225937.3,MLBPJMHG_03649,Alkyl hydroperoxide reductase subunit F,OTHER
225937.3,MLBPJMHG_03650,hypothetical protein,OTHER
225937.3,MLBPJMHG_03651,hypothetical protein,OTHER
225937.3,MLBPJMHG_03652,Alkyl hydroperoxide reductase C,OTHER
225937.3,MLBPJMHG_03653,hypothetical protein,OTHER
225937.3,MLBPJMHG_03654,Oxygen-dependent choline dehydrogenase,OTHER
225937.3,MLBPJMHG_03655,NAD_NADP-dependent betaine aldehyde dehydrogenase,OTHER
225937.3,MLBPJMHG_03656,HTH-type transcriptional regulator BetI,OTHER
225937.3,MLBPJMHG_03657,hypothetical protein,OTHER
225937.3,MLBPJMHG_03658,hypothetical protein,SP
225937.3,MLBPJMHG_03659,hypothetical protein,OTHER
225937.3,MLBPJMHG_03660,hypothetical protein,OTHER
225937.3,MLBPJMHG_03661,hypothetical protein,OTHER
225937.3,MLBPJMHG_03662,Formate dehydrogenase H,OTHER
225937.3,MLBPJMHG_03663,hypothetical protein,LIPO
225937.3,MLBPJMHG_03664,hypothetical protein,OTHER
225937.3,MLBPJMHG_03665,hypothetical protein,OTHER
225937.3,MLBPJMHG_03666,hypothetical protein,OTHER
225937.3,MLBPJMHG_03667,hypothetical protein,OTHER
225937.3,MLBPJMHG_03668,hypothetical protein,OTHER
225937.3,MLBPJMHG_03669,hypothetical protein,OTHER
225937.3,MLBPJMHG_03670,hypothetical protein,OTHER
225937.3,MLBPJMHG_03671,hypothetical protein,SP
225937.3,MLBPJMHG_03672,hypothetical protein,OTHER
225937.3,MLBPJMHG_03673,hypothetical protein,OTHER
225937.3,MLBPJMHG_03674,hypothetical protein,OTHER
225937.3,MLBPJMHG_03675,Ribonucleoside-diphosphate reductase subunit beta,OTHER
225937.3,MLBPJMHG_03676,Ribonucleoside-diphosphate reductase 1 subunit alpha,OTHER
225937.3,MLBPJMHG_03677,hypothetical protein,OTHER
225937.3,MLBPJMHG_03678,Formamidase,OTHER
225937.3,MLBPJMHG_03679,ATP-dependent Clp protease ATP-binding subunit ClpC,OTHER
225937.3,MLBPJMHG_03680,Aliphatic amidase,OTHER
225937.3,MLBPJMHG_03681,High-affinity branched-chain amino acid transport ATP-binding protein LivF,OTHER
225937.3,MLBPJMHG_03682,Lipopolysaccharide export system ATP-binding protein LptB,OTHER
225937.3,MLBPJMHG_03683,hypothetical protein,OTHER
225937.3,MLBPJMHG_03684,High-affinity branched-chain amino acid transport system permease protein LivH,OTHER
225937.3,MLBPJMHG_03685,Aliphatic amidase expression-regulating protein,SP
225937.3,MLBPJMHG_03686,Sensor histidine kinase RcsC,OTHER
225937.3,MLBPJMHG_03687,Protein-glutamate methylesterase_protein-glutamine glutaminase,OTHER
225937.3,MLBPJMHG_03688,hypothetical protein,SP
225937.3,MLBPJMHG_03689,hypothetical protein,SP
225937.3,MLBPJMHG_03690,Regulator of RpoS,OTHER
