EC_number,recommended_name,systematic_name,synonyms,KO,ecpath,SignalP,Alteromonas macleodii 1A3,Marinobacter adhaerens HP15,Marinovum 5F3,Phaeobacter gallaeciensis,Pseudoalteromonas haloplanktis,Roseovarius 5C3,Ruegeria pomeroyi,Sulfitobacter pseudonitzschiae
,,,,K02008,K02008  cbiQ; cobalt/nickel transport system permease protein,OTHER,0,0,0,1,0,0,0,0
,,,,K02011,"K02011  afuB, fbpB; iron(III) transport system permease protein",OTHER,1,2,3,1,2,1,1,2
,,,,K02012,"K02012  afuA, fbpA; iron(III) transport system substrate-binding protein",SP,0,2,3,1,1,1,1,1
,,,,K02012,"K02012  afuA, fbpA; iron(III) transport system substrate-binding protein",TAT,0,0,0,0,0,0,0,1
,,,,K02013,K02013  ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-],OTHER,0,2,3,3,0,2,0,2
,,,,K02014,K02014  TC.FEV.OM; iron complex outermembrane recepter protein,LIPO,0,0,0,0,1,0,0,0
,,,,K02014,K02014  TC.FEV.OM; iron complex outermembrane recepter protein,OTHER,1,0,0,0,1,0,0,0
,,,,K02014,K02014  TC.FEV.OM; iron complex outermembrane recepter protein,SP,44,4,1,3,28,2,0,4
,,,,K02015,K02015  ABC.FEV.P; iron complex transport system permease protein,OTHER,0,1,1,2,1,1,0,1
,,,,K02016,K02016  ABC.FEV.S; iron complex transport system substrate-binding protein,OTHER,0,0,0,0,0,1,0,1
,,,,K02016,K02016  ABC.FEV.S; iron complex transport system substrate-binding protein,SP,0,2,0,2,0,1,0,0
,,,,K02018,K02018  modB; molybdate transport system permease protein,OTHER,1,1,1,1,0,1,1,1
,,,,K02019,K02019  modE; molybdate transport system regulatory protein,OTHER,0,1,0,0,0,1,1,0
,,,,K02020,K02020  modA; molybdate transport system substrate-binding protein,OTHER,0,0,0,0,0,0,0,1
,,,,K02020,K02020  modA; molybdate transport system substrate-binding protein,SP,1,2,0,1,0,2,1,0
,,,,K02020,K02020  modA; molybdate transport system substrate-binding protein,TAT,0,0,1,0,0,0,0,0
,,,,K02024,K02024  lamB; maltoporin,SP,0,0,0,0,1,1,0,0
,,,,K02025,K02025  ABC.MS.P; multiple sugar transport system permease protein,OTHER,0,0,9,2,0,0,1,0
,,,,K02026,K02026  ABC.MS.P1; multiple sugar transport system permease protein,OTHER,0,0,4,1,0,0,1,2
,,,,K02027,K02027  ABC.MS.S; multiple sugar transport system substrate-binding protein,OTHER,0,0,0,1,0,0,0,0
,,,,K02027,K02027  ABC.MS.S; multiple sugar transport system substrate-binding protein,SP,0,0,4,1,0,0,1,2
,,,,K02028,K02028  ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:7.4.2.1],OTHER,0,2,2,3,0,3,3,3
,,,,K02029,K02029  ABC.PA.P; polar amino acid transport system permease protein,OTHER,0,1,0,2,0,3,1,3
,,,,K02030,K02030  ABC.PA.S; polar amino acid transport system substrate-binding protein,SP,2,7,3,5,1,3,5,3
,,,,K02031,K02031  ddpD; peptide/nickel transport system ATP-binding protein,OTHER,0,2,9,3,0,2,5,9
,,,,K02032,K02032  ddpF; peptide/nickel transport system ATP-binding protein,OTHER,0,1,4,1,0,0,4,3
,,,,K02033,K02033  ABC.PE.P; peptide/nickel transport system permease protein,OTHER,1,2,14,11,0,6,13,22
,,,,K02034,K02034  ABC.PE.P1; peptide/nickel transport system permease protein,OTHER,0,2,11,9,0,4,11,20
,,,,K02035,K02035  ABC.PE.S; peptide/nickel transport system substrate-binding protein,LIPO,1,1,0,0,0,0,0,0
,,,,K02035,K02035  ABC.PE.S; peptide/nickel transport system substrate-binding protein,OTHER,0,0,1,1,0,1,0,0
,,,,K02035,K02035  ABC.PE.S; peptide/nickel transport system substrate-binding protein,SP,0,1,8,8,0,4,5,14
,,,,K02035,K02035  ABC.PE.S; peptide/nickel transport system substrate-binding protein,TAT,0,0,4,3,0,4,7,8
,,,,K02037,K02037  pstC; phosphate transport system permease protein,OTHER,1,1,1,1,1,1,1,1
,,,,K02038,K02038  pstA; phosphate transport system permease protein,OTHER,1,1,1,1,1,1,1,1
,,,,K02039,K02039  phoU; phosphate transport system protein,OTHER,1,1,1,1,1,1,1,2
,,,,K02040,K02040  pstS; phosphate transport system substrate-binding protein,OTHER,0,0,0,0,0,1,0,0
,,,,K02040,K02040  pstS; phosphate transport system substrate-binding protein,SP,1,2,2,2,1,1,2,2
,,,,K02041,K02041  phnC; phosphonate transport system ATP-binding protein [EC:7.3.2.2],OTHER,0,0,1,0,0,0,0,1
,,,,K02042,K02042  phnE; phosphonate transport system permease protein,OTHER,0,1,4,2,0,3,2,6
,,,,K02043,"K02043  phnF; GntR family transcriptional regulator, phosphonate transport system regulatory protein",OTHER,0,0,0,1,0,1,1,2
,,,,K02044,K02044  phnD; phosphonate transport system substrate-binding protein,SP,0,1,1,1,0,1,1,3
,,,,K02044,K02044  phnD; phosphonate transport system substrate-binding protein,TAT,0,0,2,0,0,1,0,0
,,,,K02046,K02046  cysU; sulfate/thiosulfate transport system permease protein,OTHER,0,1,0,0,0,0,0,0
,,,,K02047,K02047  cysW; sulfate/thiosulfate transport system permease protein,OTHER,0,1,0,0,0,0,0,0
,,,,K02050,K02050  ABC.SN.P; NitT/TauT family transport system permease protein,LIPO,0,0,0,1,0,0,1,0
,,,,K02050,K02050  ABC.SN.P; NitT/TauT family transport system permease protein,OTHER,0,2,5,2,0,3,2,3
,,,,K02051,K02051  ABC.SN.S; NitT/TauT family transport system substrate-binding protein,SP,0,0,1,0,0,0,1,0
,,,,K02053,K02053  ABC.SP.P; putative spermidine/putrescine transport system permease protein,OTHER,0,0,1,1,0,1,3,3
,,,,K02054,K02054  ABC.SP.P1; putative spermidine/putrescine transport system permease protein,OTHER,0,0,1,2,0,1,3,2
,,,,K02055,K02055  ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein,SP,0,0,0,0,0,1,2,1
,,,,K02055,K02055  ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein,TAT,0,0,0,1,0,0,0,0
,,,,K02057,K02057  ABC.SS.P; simple sugar transport system permease protein,OTHER,0,0,1,1,0,0,0,0
,,,,K02058,K02058  ABC.SS.S; simple sugar transport system substrate-binding protein,SP,0,0,1,1,0,0,0,0
,,,,K02063,K02063  thiP; thiamine transport system permease protein,OTHER,0,0,1,1,0,1,0,1
,,,,K02064,"K02064  thiB, tbpA; thiamine transport system substrate-binding protein",SP,0,0,1,1,0,1,0,1
,,,,K02065,"K02065  mlaF, linL, mkl; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein",OTHER,0,1,1,1,0,1,1,1
,,,,K02066,"K02066  mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein",OTHER,1,2,1,1,1,1,1,1
,,,,K02067,"K02067  mlaD, linM; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein",OTHER,1,2,1,1,1,1,1,1
,,,,K02069,"K02069  STAR2, fetB; UDP-glucose/iron transport system permease protein",OTHER,0,1,0,0,0,0,0,0
,,,,K02072,K02072  metI; D-methionine transport system permease protein,OTHER,0,1,0,0,0,0,0,0
,,,,K02073,K02073  metQ; D-methionine transport system substrate-binding protein,SP,0,1,0,0,0,0,0,0
,,,,K02078,K02078  acpP; acyl carrier protein,OTHER,2,1,2,2,3,2,2,2
,,,,K02086,K02086  dnaD; DNA replication protein,OTHER,0,0,0,0,0,0,0,1
,,,,K02099,"K02099  araC; AraC family transcriptional regulator, arabinose operon regulatory protein",OTHER,0,1,0,0,0,0,0,0
,,,,K02106,K02106  atoE; short-chain fatty acids transporter,OTHER,1,1,1,0,1,0,0,1
,,,,K02108,"K02108  ATPF0A, atpB; F-type H+-transporting ATPase subunit a",OTHER,1,2,1,1,1,1,1,1
,,,,K02109,"K02109  ATPF0B, atpF; F-type H+-transporting ATPase subunit b",OTHER,1,2,1,1,1,1,1,1
,,,,K02109,"K02109  ATPF0B, atpF; F-type H+-transporting ATPase subunit b",SP,0,0,1,1,0,1,1,1
,,,,K02110,"K02110  ATPF0C, atpE; F-type H+-transporting ATPase subunit c",OTHER,1,2,0,0,1,1,1,1
,,,,K02113,"K02113  ATPF1D, atpH; F-type H+-transporting ATPase subunit delta",OTHER,1,1,1,1,1,1,1,1
,,,,K02114,"K02114  ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon",OTHER,1,1,1,1,1,1,1,1
,,,,K02115,"K02115  ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma",OTHER,1,1,1,1,1,1,1,1
,,,,K02116,K02116  atpI; ATP synthase protein I,OTHER,0,1,1,1,0,1,1,1
,,,,K02160,"K02160  accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein",OTHER,1,1,1,1,1,1,1,1
,,,,K02167,"K02167  betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes",OTHER,1,1,1,2,1,2,3,1
,,,,K02168,"K02168  betT, betS; choline/glycine/proline betaine transport protein",OTHER,2,0,0,0,1,0,0,0
,,,,K02171,"K02171  blaI; BlaI family transcriptional regulator, penicillinase repressor",OTHER,3,0,0,1,0,0,1,0
,,,,K02189,K02189  cbiG; cobalt-precorrin 5A hydrolase [EC:3.7.1.12],OTHER,0,0,1,1,0,1,1,1
,,,,K02192,K02192  bfd; bacterioferritin-associated ferredoxin,OTHER,1,1,0,0,1,0,0,0
,,,,K02194,K02194  ccmB; heme exporter protein B,OTHER,1,1,1,1,1,1,1,1
,,,,K02195,K02195  ccmC; heme exporter protein C,OTHER,1,1,1,1,1,1,1,1
,,,,K02196,K02196  ccmD; heme exporter protein D,OTHER,1,1,1,1,1,1,1,1
,,,,K02197,K02197  ccmE; cytochrome c-type biogenesis protein CcmE,OTHER,1,1,1,1,1,1,2,1
,,,,K02198,K02198  ccmF; cytochrome c-type biogenesis protein CcmF,OTHER,1,1,1,2,1,2,2,1
,,,,K02199,"K02199  ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE",OTHER,3,2,2,2,1,2,2,1
,,,,K02199,"K02199  ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE",SP,0,1,0,0,0,0,0,1
,,,,K02199,"K02199  ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE",TAT,0,0,1,0,0,0,0,0
,,,,K02200,K02200  ccmH; cytochrome c-type biogenesis protein CcmH,OTHER,0,0,0,1,0,0,1,0
,,,,K02200,K02200  ccmH; cytochrome c-type biogenesis protein CcmH,SP,1,1,1,2,1,2,2,1
,,,,K02221,K02221  yggT; YggT family protein,OTHER,1,1,1,1,1,1,1,1
,,,,K02227,"K02227  cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]",OTHER,1,0,1,1,1,1,1,0
,,,,K02227,"K02227  cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]",SP,0,0,0,0,0,0,0,1
,,,,K02228,K02228  cobF; precorrin-6A synthase [EC:2.1.1.152],OTHER,0,0,1,1,0,1,1,1
,,,,K02229,K02229  cobG; precorrin-3B synthase [EC:1.14.13.83],OTHER,0,0,0,1,0,0,1,1
,,,,K02230,K02230  cobN; cobaltochelatase CobN [EC:6.6.1.2],OTHER,0,0,1,1,0,1,1,1
,,,,K02232,"K02232  cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]",OTHER,0,0,1,1,1,1,1,1
,,,,K02237,K02237  comEA; competence protein ComEA,SP,1,1,0,0,1,0,0,0
,,,,K02238,K02238  comEC; competence protein ComEC,OTHER,1,1,1,1,1,1,2,1
,,,,K02242,K02242  comFC; competence protein ComFC,OTHER,1,1,1,1,1,0,1,1
,,,,K02258,"K02258  COX11, ctaG; cytochrome c oxidase assembly protein subunit 11",OTHER,1,1,1,1,1,1,1,1
,,,,K02275,"K02275  coxB, ctaC; cytochrome c oxidase subunit II [EC:7.1.1.9]",SP,1,1,0,0,1,0,0,0
,,,,K02279,"K02279  cpaB, rcpC; pilus assembly protein CpaB",OTHER,0,1,1,1,0,1,1,2
,,,,K02280,"K02280  cpaC, rcpA; pilus assembly protein CpaC",SP,0,1,1,1,0,1,1,2
,,,,K02282,"K02282  cpaE, tadZ; pilus assembly protein CpaE",OTHER,0,0,1,1,0,2,1,2
,,,,K02283,"K02283  cpaF, tadA; pilus assembly protein CpaF [EC:7.4.2.8]",OTHER,0,1,1,1,0,2,1,2
,,,,K02291,K02291  crtB; 15-cis-phytoene synthase [EC:2.5.1.32],OTHER,0,0,0,0,0,1,0,0
,,,,K02294,K02294  crtR; beta-carotene hydroxylase [EC:1.14.13.-],OTHER,0,1,0,0,0,1,0,0
,,,,K02297,K02297  cyoA; cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3],LIPO,1,0,0,0,1,0,0,0
,,,,K02299,K02299  cyoC; cytochrome o ubiquinol oxidase subunit III,OTHER,1,0,0,0,1,0,0,0
,,,,K02300,K02300  cyoD; cytochrome o ubiquinol oxidase subunit IV,OTHER,1,0,0,0,1,0,0,0
,,,,K02302,K02302  cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4],OTHER,1,0,1,0,1,2,0,2
,,,,K02303,K02303  cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107],OTHER,0,1,0,1,0,0,0,0
,,,,K02305,K02305  norC; nitric oxide reductase subunit C,OTHER,0,0,0,1,0,0,0,1
,,,,K02305,K02305  norC; nitric oxide reductase subunit C,SP,0,0,0,0,0,0,1,0
,,,,K02313,K02313  dnaA; chromosomal replication initiator protein,OTHER,1,1,1,1,1,1,1,1
,,,,K02317,K02317  dnaT; DNA replication protein DnaT,OTHER,1,0,0,0,0,0,0,0
,,,,K02338,K02338  dnaN; DNA polymerase III subunit beta [EC:2.7.7.7],OTHER,1,1,1,1,1,1,1,1
,,,,K02339,K02339  holC; DNA polymerase III subunit chi [EC:2.7.7.7],OTHER,0,1,1,1,0,1,1,1
,,,,K02340,K02340  holA; DNA polymerase III subunit delta [EC:2.7.7.7],OTHER,0,0,1,1,0,1,1,1
,,,,K02341,K02341  holB; DNA polymerase III subunit delta' [EC:2.7.7.7],OTHER,1,1,1,1,0,1,1,1
,,,,K02343,K02343  dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7],OTHER,1,0,1,1,0,1,0,1
,,,,K02348,K02348  elaA; ElaA protein,OTHER,1,1,0,0,1,0,0,0
,,,,K02351,K02351  K02351; putative membrane protein,OTHER,0,2,1,0,0,3,0,0
,,,,K02355,"K02355  fusA, GFM, EFG; elongation factor G",OTHER,2,1,1,1,2,1,1,1
,,,,K02356,K02356  efp; elongation factor P,OTHER,2,2,1,1,2,1,1,1
,,,,K02357,"K02357  tsf, TSFM; elongation factor Ts",OTHER,1,1,1,1,1,1,1,1
,,,,K02358,"K02358  tuf, TUFM; elongation factor Tu",OTHER,2,2,2,2,2,2,2,2
,,,,K02362,K02362  entD; enterobactin synthetase component D [EC:6.3.2.14 2.7.8.-],OTHER,0,0,0,1,0,0,0,1
,,,,K02379,K02379  fdhD; FdhD protein,OTHER,1,2,1,1,0,2,1,1
,,,,K02386,K02386  flgA; flagellar basal body P-ring formation protein FlgA,LIPO,1,0,0,0,0,0,0,0
,,,,K02386,K02386  flgA; flagellar basal body P-ring formation protein FlgA,SP,0,1,2,1,1,0,1,0
,,,,K02387,K02387  flgB; flagellar basal-body rod protein FlgB,OTHER,1,1,2,1,1,0,1,0
,,,,K02388,K02388  flgC; flagellar basal-body rod protein FlgC,OTHER,1,1,2,1,1,0,1,0
,,,,K02389,K02389  flgD; flagellar basal-body rod modification protein FlgD,OTHER,1,1,2,1,1,1,1,1
,,,,K02390,K02390  flgE; flagellar hook protein FlgE,OTHER,1,1,1,1,1,0,1,1
,,,,K02391,K02391  flgF; flagellar basal-body rod protein FlgF,OTHER,1,0,0,0,0,0,0,0
,,,,K02392,K02392  flgG; flagellar basal-body rod protein FlgG,OTHER,1,1,2,1,1,0,1,0
,,,,K02393,K02393  flgH; flagellar L-ring protein FlgH,LIPO,2,1,2,1,1,0,1,0
,,,,K02394,K02394  flgI; flagellar P-ring protein FlgI,SP,1,1,2,1,1,0,1,0
,,,,K02395,K02395  flgJ; peptidoglycan hydrolase FlgJ,OTHER,0,0,2,1,0,1,1,1
,,,,K02396,K02396  flgK; flagellar hook-associated protein 1,OTHER,1,1,2,1,1,0,1,0
,,,,K02397,K02397  flgL; flagellar hook-associated protein 3 FlgL,OTHER,1,1,0,0,1,0,0,0
,,,,K02398,K02398  flgM; negative regulator of flagellin synthesis FlgM,OTHER,1,1,0,0,2,0,0,0
,,,,K02399,K02399  flgN; flagellar biosynthesis protein FlgN,OTHER,1,1,1,0,1,1,1,1
,,,,K02400,K02400  flhA; flagellar biosynthesis protein FlhA,OTHER,1,1,2,1,1,0,1,0
,,,,K02401,K02401  flhB; flagellar biosynthesis protein FlhB,OTHER,1,1,2,1,1,0,1,0
,,,,K02404,K02404  flhF; flagellar biosynthesis protein FlhF,OTHER,1,1,0,0,1,0,0,0
,,,,K02405,"K02405  fliA, whiG; RNA polymerase sigma factor FliA",OTHER,1,1,0,0,1,0,0,0
,,,,K02406,"K02406  fliC, hag; flagellin",OTHER,5,2,2,1,2,0,1,0
,,,,K02407,K02407  fliD; flagellar hook-associated protein 2,OTHER,1,1,0,0,1,0,0,0
,,,,K02408,K02408  fliE; flagellar hook-basal body complex protein FliE,OTHER,1,1,2,1,1,0,1,0
,,,,K02409,K02409  fliF; flagellar M-ring protein FliF,OTHER,1,1,2,1,1,0,1,0
,,,,K02410,K02410  fliG; flagellar motor switch protein FliG,OTHER,1,1,2,1,1,1,1,1
,,,,K02411,K02411  fliH; flagellar assembly protein FliH,OTHER,1,1,0,0,1,0,0,0
,,,,K02413,K02413  fliJ; flagellar protein FliJ,OTHER,1,1,0,0,1,0,0,0
,,,,K02414,K02414  fliK; flagellar hook-length control protein FliK,OTHER,1,1,2,1,1,1,1,1
,,,,K02415,K02415  fliL; flagellar protein FliL,LIPO,1,0,0,0,0,0,0,0
,,,,K02415,K02415  fliL; flagellar protein FliL,OTHER,1,1,3,2,1,0,2,0
,,,,K02415,K02415  fliL; flagellar protein FliL,SP,0,1,0,0,1,0,0,0
,,,,K02416,K02416  fliM; flagellar motor switch protein FliM,OTHER,1,1,2,1,1,1,1,1
,,,,K02417,K02417  fliN; flagellar motor switch protein FliN,OTHER,1,1,2,1,1,0,1,0
,,,,K02418,"K02418  fliO, fliZ; flagellar protein FliO/FliZ",OTHER,1,0,0,0,1,0,0,0
,,,,K02418,"K02418  fliO, fliZ; flagellar protein FliO/FliZ",SP,0,1,0,0,0,0,0,0
,,,,K02419,K02419  fliP; flagellar biosynthesis protein FliP,SP,1,1,2,1,1,0,1,0
,,,,K02420,K02420  fliQ; flagellar biosynthesis protein FliQ,OTHER,1,1,2,1,1,0,1,0
,,,,K02421,K02421  fliR; flagellar biosynthesis protein FliR,OTHER,1,1,2,1,1,0,1,0
,,,,K02422,K02422  fliS; flagellar secretion chaperone FliS,OTHER,1,1,0,0,1,0,0,0
,,,,K02423,K02423  fliT; flagellar protein FliT,OTHER,0,1,0,0,0,0,0,0
,,,,K02426,K02426  sufE; cysteine desulfuration protein SufE,OTHER,1,1,1,1,1,1,1,1
,,,,K02429,"K02429  fucP; MFS transporter, FHS family, L-fucose permease",OTHER,4,0,0,0,0,0,0,0
,,,,K02437,"K02437  gcvH, GCSH; glycine cleavage system H protein",OTHER,1,1,1,2,1,1,2,1
,,,,K02440,K02440  GLPF; glycerol uptake facilitator protein,OTHER,1,0,0,0,1,0,0,0
,,,,K02444,"K02444  glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor",OTHER,1,0,1,1,1,1,1,1
,,,,K02448,K02448  norD; nitric oxide reductase NorD protein,OTHER,0,0,0,1,0,0,1,1
,,,,K02450,K02450  gspA; general secretion pathway protein A,OTHER,2,1,0,0,1,0,0,0
,,,,K02451,K02451  gspB; general secretion pathway protein B,OTHER,1,1,0,0,1,0,0,0
,,,,K02452,K02452  gspC; general secretion pathway protein C,OTHER,1,2,2,0,1,0,0,0
,,,,K02453,K02453  gspD; general secretion pathway protein D,SP,1,1,2,0,1,0,0,0
,,,,K02454,K02454  gspE; general secretion pathway protein E [EC:7.4.2.8],OTHER,1,2,0,0,1,0,0,0
,,,,K02455,K02455  gspF; general secretion pathway protein F,OTHER,1,1,0,0,1,0,0,0
,,,,K02456,K02456  gspG; general secretion pathway protein G,PILIN,1,1,2,0,1,0,0,0
,,,,K02457,K02457  gspH; general secretion pathway protein H,PILIN,1,1,1,0,1,0,0,0
,,,,K02458,K02458  gspI; general secretion pathway protein I,PILIN,1,1,1,0,1,0,0,0
,,,,K02459,K02459  gspJ; general secretion pathway protein J,PILIN,1,1,2,0,1,0,0,0
,,,,K02460,K02460  gspK; general secretion pathway protein K,OTHER,1,1,1,0,1,0,0,0
,,,,K02460,K02460  gspK; general secretion pathway protein K,PILIN,0,0,1,0,0,0,0,0
,,,,K02461,K02461  gspL; general secretion pathway protein L,OTHER,1,1,1,0,1,0,0,0
,,,,K02462,K02462  gspM; general secretion pathway protein M,OTHER,1,1,2,0,1,0,0,0
,,,,K02463,K02463  gspN; general secretion pathway protein N,OTHER,1,1,0,0,0,0,0,0
,,,,K02463,K02463  gspN; general secretion pathway protein N,SP,0,0,0,0,1,0,0,0
,,,,K02475,"K02475  K02475; two-component system, CitB family, response regulator",OTHER,0,1,0,0,0,0,0,0
,,,,K02477,"K02477  K02477; two-component system, LytTR family, response regulator",OTHER,2,0,0,0,1,0,0,0
,,,,K02478,"K02478  K02478; two-component system, LytTR family, sensor kinase [EC:2.7.13.3]",OTHER,1,0,0,0,1,0,0,0
,,,,K02480,"K02480  K02480; two-component system, NarL family, sensor kinase [EC:2.7.13.3]",OTHER,0,0,0,1,0,1,1,1
,,,,K02481,"K02481  flgR; two-component system, NtrC family, response regulator",OTHER,1,1,0,0,0,0,0,0
,,,,K02483,"K02483  K02483; two-component system, OmpR family, response regulator",OTHER,2,7,1,3,0,3,3,3
,,,,K02488,"K02488  pleD; two-component system, cell cycle response regulator [EC:2.7.7.65]",OTHER,1,1,1,1,3,0,1,1
,,,,K02494,K02494  lolB; outer membrane lipoprotein LolB,LIPO,1,1,0,0,1,0,0,0
,,,,K02495,"K02495  hemN, hemZ; oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]",OTHER,1,1,1,1,1,1,1,1
,,,,K02496,K02496  hemX; uroporphyrin-III C-methyltransferase [EC:2.1.1.107],OTHER,1,1,0,0,0,0,0,0
,,,,K02498,K02498  hemY; HemY protein,OTHER,1,1,1,1,1,1,1,1
,,,,K02502,K02502  hisZ; ATP phosphoribosyltransferase regulatory subunit,OTHER,0,1,0,0,0,0,0,0
,,,,K02503,"K02503  HINT1, hinT, hit; histidine triad (HIT) family protein",OTHER,0,0,0,1,0,0,1,1
,,,,K02518,K02518  infA; translation initiation factor IF-1,OTHER,1,1,1,1,1,1,1,1
,,,,K02519,"K02519  infB, MTIF2; translation initiation factor IF-2",OTHER,1,1,1,1,1,1,1,1
,,,,K02520,"K02520  infC, MTIF3; translation initiation factor IF-3",OTHER,1,1,1,1,1,1,1,1
,,,,K02521,"K02521  ilvY; LysR family transcriptional regulator, positive regulator for ilvC",OTHER,1,0,0,0,1,0,0,0
,,,,K02527,"K02527  kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]",OTHER,0,0,1,0,0,0,0,1
,,,,K02529,"K02529  lacI, galR; LacI family transcriptional regulator",OTHER,7,0,10,3,3,1,1,1
,,,,K02553,"K02553  rraA, menG; regulator of ribonuclease activity A",OTHER,1,0,0,0,1,0,0,0
,,,,K02556,K02556  motA; chemotaxis protein MotA,OTHER,1,4,2,1,2,0,1,0
,,,,K02557,K02557  motB; chemotaxis protein MotB,OTHER,1,5,2,2,2,0,1,1
,,,,K02598,K02598  nirC; nitrite transporter,OTHER,0,0,0,2,0,0,1,0
,,,,K02600,K02600  nusA; transcription termination/antitermination protein NusA,OTHER,1,1,1,1,1,1,1,1
,,,,K02601,K02601  nusG; transcription termination/antitermination protein NusG,OTHER,1,1,1,1,1,1,1,1
,,,,K02609,"K02609  paaA; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]",OTHER,0,0,0,0,0,0,1,0
,,,,K02610,"K02610  paaB; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB",OTHER,0,1,0,1,0,0,1,1
,,,,K02611,"K02611  paaC; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]",OTHER,0,1,0,1,0,0,1,1
,,,,K02612,"K02612  paaD; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD",OTHER,0,1,0,1,0,0,1,1
,,,,K02616,K02616  paaX; phenylacetic acid degradation operon negative regulatory protein,OTHER,1,1,0,1,0,0,1,1
,,,,K02617,K02617  paaY; phenylacetic acid degradation protein,OTHER,0,1,1,0,0,0,0,0
,,,,K02618,"K02618  paaZ; oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91]",OTHER,0,1,0,2,0,0,1,1
,,,,K02623,"K02623  pcaQ; LysR family transcriptional regulator, pca operon transcriptional activator",OTHER,0,0,0,2,0,0,2,2
,,,,K02624,"K02624  pcaR; IclR family transcriptional regulator, pca regulon regulatory protein",OTHER,0,0,2,0,0,0,0,2
,,,,K02650,K02650  pilA; type IV pilus assembly protein PilA,PILIN,1,0,0,0,2,0,0,0
,,,,K02651,"K02651  flp, pilA; pilus assembly protein Flp/PilA",OTHER,0,0,0,0,0,0,0,1
,,,,K02651,"K02651  flp, pilA; pilus assembly protein Flp/PilA",PILIN,0,0,2,0,0,2,0,0
,,,,K02652,K02652  pilB; type IV pilus assembly protein PilB,OTHER,0,1,0,0,1,0,0,0
,,,,K02653,K02653  pilC; type IV pilus assembly protein PilC,OTHER,1,1,0,0,1,0,0,0
,,,,K02654,"K02654  pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]",OTHER,1,1,1,0,1,0,0,0
,,,,K02655,K02655  pilE; type IV pilus assembly protein PilE,PILIN,1,1,0,0,0,0,0,0
,,,,K02656,K02656  pilF; type IV pilus assembly protein PilF,LIPO,1,1,0,0,1,0,0,0
,,,,K02657,K02657  pilG; twitching motility two-component system response regulator PilG,OTHER,0,1,0,0,0,0,0,0
,,,,K02658,K02658  pilH; twitching motility two-component system response regulator PilH,OTHER,0,1,0,0,0,0,0,0
,,,,K02659,K02659  pilI; twitching motility protein PilI,OTHER,0,1,0,0,0,0,0,0
,,,,K02660,K02660  pilJ; twitching motility protein PilJ,OTHER,0,1,0,0,0,0,0,0
,,,,K02662,K02662  pilM; type IV pilus assembly protein PilM,OTHER,1,1,0,0,1,0,0,0
,,,,K02663,K02663  pilN; type IV pilus assembly protein PilN,OTHER,1,1,0,0,1,0,0,0
,,,,K02664,K02664  pilO; type IV pilus assembly protein PilO,LIPO,0,1,0,0,0,0,0,0
,,,,K02664,K02664  pilO; type IV pilus assembly protein PilO,OTHER,1,1,0,0,1,0,0,0
,,,,K02665,K02665  pilP; type IV pilus assembly protein PilP,LIPO,1,0,0,0,1,0,0,0
,,,,K02666,K02666  pilQ; type IV pilus assembly protein PilQ,SP,1,1,0,0,1,0,0,0
,,,,K02667,"K02667  pilR, pehR; two-component system, NtrC family, response regulator PilR",OTHER,0,1,0,0,0,0,0,0
